week_,type_,show_title,season_title,weekly_hours_viewed,rating_,category_,prod_country_
2022-01-23,TV (English),Cheer,Cheer: Season 2,20700000,TV-MA,"Docuseries, Reality TV, Teen TV Shows",United States
2022-01-23,TV (English),Emily in Paris,Emily in Paris: Season 2,18240000,TV-MA,"Romantic TV Shows, TV Comedies, TV Dramas",United States
2022-01-23,TV (Non-English),Café con aroma de mujer,Café con aroma de mujer: Season 1,96360000,TV-MA,Romantic TV Shows,Colombia
2022-01-23,TV (Non-English),El marginal,El marginal: Season 4,21730000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Argentina
2022-01-23,TV (Non-English),The Queen of Flow,The Queen of Flow: Season 2,21200000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Colombia
2022-01-23,TV (Non-English),Our Beloved Summer,Our Beloved Summer: Season 1,19740000,TV-MA,Romantic TV Shows,South Korea
2022-01-23,TV (Non-English),"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",11640000,PG-13,"Comedies, Romantic TV Shows, TV Dramas",Mexico
2022-01-23,TV (Non-English),Yeh Kaali Kaali Ankhein,Yeh Kaali Kaali Ankhein: Season 1,11260000,,,
2022-01-23,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,10690000,PG,Romantic TV Shows,Brazil
2022-01-23,TV (Non-English),Squid Game,Squid Game: Season 1,10200000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2022-01-23,TV (Non-English),Money Heist,Money Heist: Part 5,10000000,TV-PG,Crime TV Shows,Spain
2022-01-16,Films (English),Brazen,N/A,45340000,TV-MA,Thrillers,United States
2022-01-16,Films (English),Don't Look Up,N/A,28390000,TV-MA,"Sci-Fi, Comedies",United States
2022-01-16,Films (English),Mother/Android,N/A,23170000,,,
2022-01-16,Films (English),The Secret Life of Pets 2,N/A,9390000,PG,"Children & Family Movies, Comedies","United States, France, Japan"
2022-01-16,Films (English),Just Go With It,N/A,8790000,,,
2022-01-16,Films (English),Red Notice,N/A,8710000,PG-13,"Comedies, Action & Adventure",United States
2022-01-16,Films (English),Back to the Outback,N/A,8710000,G,Comedies,"Australia, United States"
2022-01-16,Films (English),Tides,N/A,8470000,,,
2022-01-16,Films (English),Riverdance: The Animated Adventure,N/A,7860000,,,
2022-01-16,Films (English),The Clovehitch Killer,N/A,7000000,TV-MA,"Dramas, Independent Movies, Thrillers",United States
2022-01-16,Films (Non-English),How I Fell in Love with a Gangster,N/A,11510000,,,
2022-01-16,Films (Non-English),Four to Dinner,N/A,4750000,,,
2022-01-16,Films (Non-English),The Wasteland,N/A,4640000,,,
2022-01-16,Films (Non-English),Chandigarh Kare Aashiqui,N/A,4610000,,,
2022-01-16,Films (Non-English),Photocopier,N/A,4440000,,,
2022-01-16,Films (Non-English),Major Grom: Plague Doctor,N/A,3120000,TV-MA,"Action & Adventure, International Movies",
2022-01-16,Films (Non-English),Minnal Murali,N/A,2510000,PG-13,Action & Adventure,India
2022-01-16,Films (Non-English),Vicky and Her Mystery,N/A,2070000,G,Drama,France
2022-01-16,Films (Non-English),Lulli,N/A,2000000,,,
2022-01-16,Films (Non-English),Sin Nombre,N/A,1830000,,,
2022-01-16,TV (English),Stay Close,Stay Close: Limited Series,53720000,TV-PG,Crime TV Shows,United Kingdom
2022-01-16,TV (English),Cobra Kai,Cobra Kai: Season 4,41240000,TV-14,"TV Action & Adventure, TV Comedies, TV Dramas",United States
2022-01-16,TV (English),The Witcher,The Witcher: Season 2,34350000,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas","United States, Poland"
2022-01-16,TV (English),Emily in Paris,Emily in Paris: Season 2,30020000,TV-MA,"Romantic TV Shows, TV Comedies, TV Dramas",United States
2022-01-16,TV (English),Cheer,Cheer: Season 2,29080000,TV-MA,"Docuseries, Reality TV, Teen TV Shows",United States
2022-01-16,TV (English),Manifest,Manifest: Season 1,28120000,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",United States
2022-01-16,TV (English),Archive 81,Archive 81: Season 1,22220000,TV-MA,Horror,United States
2022-01-16,TV (Non-English),Café con aroma de mujer,Café con aroma de mujer: Season 1,98850000,TV-MA,Romantic TV Shows,Colombia
2022-01-16,TV (Non-English),The Queen of Flow,The Queen of Flow: Season 2,24210000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Colombia
2022-01-16,TV (Non-English),Rebelde,Rebelde: Season 1,23880000,TV-14,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Mexico
2022-01-16,TV (Non-English),Single’s Inferno,Single’s Inferno: Season 1,19250000,,,
2022-01-16,TV (Non-English),Our Beloved Summer,Our Beloved Summer: Season 1,18710000,TV-MA,Romantic TV Shows,South Korea
2022-01-16,TV (Non-English),Undercover,Undercover: Season 3,16830000,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure","Belgium, Netherlands"
2022-01-16,TV (Non-English),Money Heist,Money Heist: Part 5,13000000,TV-PG,Crime TV Shows,Spain
2022-01-16,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,11860000,PG,Romantic TV Shows,Brazil
2022-01-16,TV (Non-English),Squid Game,Squid Game: Season 1,11780000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2022-01-09,Films (English),Don't Look Up,N/A,58200000,TV-MA,"Sci-Fi, Comedies",United States
2022-01-09,Films (English),Mother/Android,N/A,29730000,,,
2022-01-09,Films (English),The Lost Daughter,N/A,20370000,,,
2022-01-09,Films (English),Back to the Outback,N/A,12430000,G,Comedies,"Australia, United States"
2022-01-09,Films (English),The Unforgivable,N/A,11340000,TV-MA,"Crime Movies, Dramas",United States
2022-01-09,Films (English),Red Notice,N/A,11090000,PG-13,"Comedies, Action & Adventure",United States
2022-01-09,Films (English),Just Go With It,N/A,10530000,,,
2022-01-09,Films (English),Journey 2: The Mysterious Island,N/A,10520000,,,
2022-01-09,Films (English),Seal Team,N/A,10310000,,,
2022-01-09,Films (English),The Longest Yard,N/A,9960000,R,"Classic Movies, Comedies, Sports Movies",United States
2022-01-09,Films (Non-English),The Wasteland,N/A,11930000,,,
2022-01-09,Films (Non-English),Four to Dinner,N/A,7440000,,,
2022-01-09,Films (Non-English),How I Fell in Love with a Gangster,N/A,6150000,,,
2022-01-09,Films (Non-English),Chandigarh Kare Aashiqui,N/A,5300000,,,
2022-01-09,Films (Non-English),Minnal Murali,N/A,5080000,PG-13,Action & Adventure,India
2022-01-09,Films (Non-English),Lulli,N/A,4020000,,,
2022-01-09,Films (Non-English),Vicky and Her Mystery,N/A,3830000,G,Drama,France
2022-01-09,Films (Non-English),Major Grom: Plague Doctor,N/A,2830000,TV-MA,"Action & Adventure, International Movies",
2022-01-09,Films (Non-English),STAND BY ME Doraemon 2,N/A,2410000,G,"Anime Features, Children & Family Movies",Japan
2022-01-09,Films (Non-English),Sin Nombre,N/A,2300000,,,
2022-01-09,TV (English),Cobra Kai,Cobra Kai: Season 4,107810000,TV-14,"TV Action & Adventure, TV Comedies, TV Dramas",United States
2022-01-09,TV (English),Stay Close,Stay Close: Limited Series,91180000,TV-PG,Crime TV Shows,United Kingdom
2022-01-09,TV (English),The Witcher,The Witcher: Season 2,57340000,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas","United States, Poland"
2022-01-09,TV (English),Emily in Paris,Emily in Paris: Season 2,50540000,TV-MA,"Romantic TV Shows, TV Comedies, TV Dramas",United States
2022-01-09,TV (English),Manifest,Manifest: Season 1,30160000,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",United States
2022-01-09,TV (English),Queer Eye,Queer Eye: Season 6,23060000,TV-14,Reality TV,United States
2022-01-09,TV (Non-English),Café con aroma de mujer,Café con aroma de mujer: Season 1,82980000,TV-MA,Romantic TV Shows,Colombia
2022-01-09,TV (Non-English),Rebelde,Rebelde: Season 1,33180000,TV-14,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Mexico
2022-01-09,TV (Non-English),The Queen of Flow,The Queen of Flow: Season 2,28480000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Colombia
2022-01-09,TV (Non-English),Single’s Inferno,Single’s Inferno: Season 1,25800000,,,
2022-01-09,TV (Non-English),The Silent Sea,The Silent Sea: Season 1,19710000,TV-PG,Sci-FI & Fantasy,South Korea
2022-01-09,TV (Non-English),Money Heist,Money Heist: Part 5,18770000,TV-PG,Crime TV Shows,Spain
2022-01-09,TV (Non-English),Our Beloved Summer,Our Beloved Summer: Season 1,15950000,TV-MA,Romantic TV Shows,South Korea
2022-01-09,TV (Non-English),Squid Game,Squid Game: Season 1,14980000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2022-01-09,TV (Non-English),Kitz,Kitz: Season 1,14650000,PG-13,"Drama, Teen TV",Germany
2022-01-09,TV (Non-English),Daughter From Another Mother,Daughter From Another Mother: Season 2,13340000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Mexico
2022-01-02,Films (English),Don't Look Up,N/A,152290000,TV-MA,"Sci-Fi, Comedies",United States
2022-01-02,Films (English),The Unforgivable,N/A,21310000,TV-MA,"Crime Movies, Dramas",United States
2022-01-02,Films (English),The Lost Daughter,N/A,18260000,,,
2022-01-02,Films (English),Back to the Outback,N/A,17720000,G,Comedies,"Australia, United States"
2022-01-02,Films (English),Red Notice,N/A,14540000,PG-13,"Comedies, Action & Adventure",United States
2022-01-02,Films (English),Spider-Man: Homecoming,N/A,14180000,PG-13,"Sci-Fi Movies, Action & Adventure",United States
2022-01-02,Films (English),Fast & Furious Presents: Hobbs & Shaw,N/A,12870000,TV-MA,Action & Adventure,United States
2022-01-02,Films (English),Death to 2021,N/A,10380000,,,
2022-01-02,Films (English),Journey 2: The Mysterious Island,N/A,5440000,,,
2022-01-02,Films (English),Spider-Man,N/A,5430000,,,
2022-01-02,Films (Non-English),Lulli,N/A,15210000,,,
2022-01-02,Films (Non-English),Vicky and Her Mystery,N/A,15160000,G,Drama,France
2022-01-02,Films (Non-English),Minnal Murali,N/A,11440000,PG-13,Action & Adventure,India
2022-01-02,Films (Non-English),STAND BY ME Doraemon 2,N/A,6730000,G,"Anime Features, Children & Family Movies",Japan
2022-01-02,Films (Non-English),1000 Miles from Christmas,N/A,6650000,TV-MA,Comedies,Spain
2022-01-02,Films (Non-English),Intervenção,N/A,3650000,,,
2022-01-02,Films (Non-English),The Whole Truth,N/A,2780000,R,"Dramas, Thrillers",United States
2022-01-02,Films (Non-English),Anonymously Yours,N/A,2060000,,,
2022-01-02,Films (Non-English),The Hand of God,N/A,2000000,,,
2022-01-02,Films (Non-English),Sooryavanshi,N/A,1970000,,,
2022-01-02,TV (English),Cobra Kai,Cobra Kai: Season 4,120060000,TV-14,"TV Action & Adventure, TV Comedies, TV Dramas",United States
2022-01-02,TV (English),The Witcher,The Witcher: Season 2,94270000,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas","United States, Poland"
2022-01-02,TV (English),Emily in Paris,Emily in Paris: Season 2,91980000,TV-MA,"Romantic TV Shows, TV Comedies, TV Dramas",United States
2022-01-02,TV (English),Stay Close,Stay Close: Limited Series,31290000,TV-PG,Crime TV Shows,United Kingdom
2022-01-02,TV (English),Queer Eye,Queer Eye: Season 6,14420000,TV-14,Reality TV,United States
2022-01-02,TV (English),Crime Scene: The Times Square Killer,Crime Scene: The Times Square Killer: Limited Series,13070000,TV-PG,"Crime TV Shows, Docuseries, Documentaries",United States
2022-01-02,TV (English),WWII in Color: Road to Victory,WWII in Color: Road to Victory: Season 1,12680000,,,
2022-01-02,TV (Non-English),The Silent Sea,The Silent Sea: Season 1,47830000,TV-PG,Sci-FI & Fantasy,South Korea
2022-01-02,TV (Non-English),The Queen of Flow,The Queen of Flow: Season 2,29530000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Colombia
2022-01-02,TV (Non-English),Money Heist,Money Heist: Part 5,26310000,TV-PG,Crime TV Shows,Spain
2022-01-02,TV (Non-English),Daughter From Another Mother,Daughter From Another Mother: Season 2,24000000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Mexico
2022-01-02,TV (Non-English),Café con aroma de mujer,Café con aroma de mujer: Season 1,23230000,TV-MA,Romantic TV Shows,Colombia
2022-01-02,TV (Non-English),Squid Game,Squid Game: Season 1,18110000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2022-01-02,TV (Non-English),The Girl from Oslo,The Girl from Oslo: Season 1,17460000,TV-PG,Crime TV Shows,Norway
2022-01-02,TV (Non-English),Single’s Inferno,Single’s Inferno: Season 1,17150000,,,
2022-01-02,TV (Non-English),Our Beloved Summer,Our Beloved Summer: Season 1,13840000,TV-MA,Romantic TV Shows,South Korea
2021-12-26,Films (English),Don't Look Up,N/A,111030000,TV-MA,"Sci-Fi, Comedies",United States
2021-12-26,Films (English),The Unforgivable,N/A,26600000,TV-MA,"Crime Movies, Dramas",United States
2021-12-26,Films (English),Fast & Furious Presents: Hobbs & Shaw,N/A,26590000,TV-MA,Action & Adventure,United States
2021-12-26,Films (English),Back to the Outback,N/A,24750000,G,Comedies,"Australia, United States"
2021-12-26,Films (English),Spider-Man: Homecoming,N/A,20000000,PG-13,"Sci-Fi Movies, Action & Adventure",United States
2021-12-26,Films (English),The Christmas Chronicles,N/A,12910000,TV-PG,"Children & Family Movies, Comedies",United States
2021-12-26,Films (English),Red Notice,N/A,12140000,PG-13,"Comedies, Action & Adventure",United States
2021-12-26,Films (English),A California Christmas: City Lights,N/A,11630000,TV-MA,"Romantic Movies, Comedies",United States
2021-12-26,Films (English),The Christmas Chronicles: Part Two,N/A,10990000,PG,"Children & Family Movies, Comedies",Canada
2021-12-26,Films (English),A Boy Called Christmas,N/A,9120000,G,Fantasy,United States
2021-12-26,Films (Non-English),Vicky and Her Mystery,N/A,8150000,G,Drama,France
2021-12-26,Films (Non-English),Grumpy Christmas,N/A,8140000,G,Comedies,Mexico
2021-12-26,Films (Non-English),1000 Miles from Christmas,N/A,6940000,TV-MA,Comedies,Spain
2021-12-26,Films (Non-English),Minnal Murali,N/A,5990000,PG-13,Action & Adventure,India
2021-12-26,Films (Non-English),STAND BY ME Doraemon 2,N/A,2990000,G,"Anime Features, Children & Family Movies",Japan
2021-12-26,Films (Non-English),The Whole Truth,N/A,2970000,R,"Dramas, Thrillers",United States
2021-12-26,Films (Non-English),The Hand of God,N/A,2940000,,,
2021-12-26,Films (Non-English),Anonymously Yours,N/A,2800000,,,
2021-12-26,Films (Non-English),David and the Elves,N/A,2450000,,,
2021-12-26,Films (Non-English),Sooryavanshi,N/A,2390000,,,
2021-12-26,TV (English),The Witcher,The Witcher: Season 2,168460000,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas","United States, Poland"
2021-12-26,TV (English),Emily in Paris,Emily in Paris: Season 2,107640000,TV-MA,"Romantic TV Shows, TV Comedies, TV Dramas",United States
2021-12-26,TV (English),Titans,Titans: Season 3,12560000,TV-PG,Sci-Fi & Fantasy,United States
2021-12-26,TV (English),Lost in Space,Lost in Space: Season 3,11650000,TV-PG,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",United States
2021-12-26,TV (English),WWII in Color: Road to Victory,WWII in Color: Road to Victory: Season 1,9510000,,,
2021-12-26,TV (English),PAW Patrol,PAW Patrol: Season 6,9360000,,,
2021-12-26,TV (English),CoComelon,CoComelon: Season 4,9260000,TV-Y,Kids' TV,United States
2021-12-26,TV (English),Maid,Maid: Limited Series,8750000,TV-PG,Drama,United States
2021-12-26,TV (Non-English),Money Heist,Money Heist: Part 5,33470000,TV-PG,Crime TV Shows,Spain
2021-12-26,TV (Non-English),The Queen of Flow,The Queen of Flow: Season 2,30560000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Colombia
2021-12-26,TV (Non-English),The Silent Sea,The Silent Sea: Season 1,22230000,TV-PG,Sci-FI & Fantasy,South Korea
2021-12-26,TV (Non-English),The Girl from Oslo,The Girl from Oslo: Season 1,19780000,TV-PG,Crime TV Shows,Norway
2021-12-26,TV (Non-English),Squid Game,Squid Game: Season 1,15100000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-12-26,TV (Non-English),The King's Affection,The King's Affection: Season 1,13050000,PG-13,Romantic TV Show,South Korea
2021-12-26,TV (Non-English),Daughter From Another Mother,Daughter From Another Mother: Season 2,13040000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Mexico
2021-12-26,TV (Non-English),Our Beloved Summer,Our Beloved Summer: Season 1,9980000,TV-MA,Romantic TV Shows,South Korea
2021-12-26,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,9420000,PG,Romantic TV Shows,Brazil
2021-12-19,Films (English),The Unforgivable,N/A,74440000,TV-MA,"Crime Movies, Dramas",United States
2021-12-19,Films (English),Back to the Outback,N/A,38990000,G,Comedies,"Australia, United States"
2021-12-19,Films (English),A California Christmas: City Lights,N/A,22860000,TV-MA,"Romantic Movies, Comedies",United States
2021-12-19,Films (English),Red Notice,N/A,12710000,PG-13,"Comedies, Action & Adventure",United States
2021-12-19,Films (English),The Shack,N/A,11730000,,,
2021-12-19,Films (English),Spider-Man: Homecoming,N/A,9370000,PG-13,"Sci-Fi Movies, Action & Adventure",United States
2021-12-19,Films (English),John Wick: Chapter 3 - Parabellum,N/A,8790000,,,
2021-12-19,Films (English),The Christmas Chronicles,N/A,8430000,TV-PG,"Children & Family Movies, Comedies",United States
2021-12-19,Films (English),The Christmas Chronicles: Part Two,N/A,7840000,PG,"Children & Family Movies, Comedies",Canada
2021-12-19,Films (English),A Boy Called Christmas,N/A,7270000,G,Fantasy,United States
2021-12-19,Films (Non-English),Anonymously Yours,N/A,12020000,,,
2021-12-19,Films (Non-English),The Hand of God,N/A,7710000,,,
2021-12-19,Films (Non-English),Two,N/A,6000000,,,
2021-12-19,Films (Non-English),The Whole Truth,N/A,4640000,R,"Dramas, Thrillers",United States
2021-12-19,Films (Non-English),Sooryavanshi,N/A,4000000,,,
2021-12-19,Films (Non-English),Bordertown: Mural Murders,N/A,3540000,,,
2021-12-19,Films (Non-English),David and the Elves,N/A,3360000,,,
2021-12-19,Films (Non-English),Spoiled Brats,N/A,3350000,,,
2021-12-19,Films (Non-English),Escape From Mogadishu,N/A,3260000,,,
2021-12-19,Films (Non-English),Green Snake,N/A,2970000,,,
2021-12-19,TV (English),The Witcher,The Witcher: Season 2,142430000,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas","United States, Poland"
2021-12-19,TV (English),Titans,Titans: Season 3,23810000,TV-PG,Sci-Fi & Fantasy,United States
2021-12-19,TV (English),Lost in Space,Lost in Space: Season 3,19010000,TV-PG,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",United States
2021-12-19,TV (English),Selling Tampa,Selling Tampa: Season 1,14230000,TV-PG,"Reality TV, Lifestyle",United States
2021-12-19,TV (English),Maid,Maid: Limited Series,10620000,TV-PG,Drama,United States
2021-12-19,TV (English),Arcane,Arcane: Season 1,10010000,TV-14,Action & Adventure,United States
2021-12-19,TV (English),CoComelon,CoComelon: Season 4,10000000,TV-Y,Kids' TV,United States
2021-12-19,TV (Non-English),Money Heist,Money Heist: Part 5,55010000,TV-PG,Crime TV Shows,Spain
2021-12-19,TV (Non-English),The Queen of Flow,The Queen of Flow: Season 2,39980000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Colombia
2021-12-19,TV (Non-English),The King's Affection,The King's Affection: Season 1,18120000,PG-13,Romantic TV Show,South Korea
2021-12-19,TV (Non-English),Squid Game,Squid Game: Season 1,15430000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-12-19,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,11290000,PG,Romantic TV Shows,Brazil
2021-12-19,TV (Non-English),Aranyak,Aranyak: Season 1,10360000,,,
2021-12-19,TV (Non-English),"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",8010000,PG-13,"Comedies, Romantic TV Shows, TV Dramas",Mexico
2021-12-19,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,7520000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-12-12,Films (English),The Unforgivable,N/A,85860000,TV-MA,"Crime Movies, Dramas",United States
2021-12-12,Films (English),Red Notice,N/A,18010000,PG-13,"Comedies, Action & Adventure",United States
2021-12-12,Films (English),Back to the Outback,N/A,16170000,G,Comedies,"Australia, United States"
2021-12-12,Films (English),The Power of the Dog,N/A,13280000,TV-MA,Action & Adventure,United States
2021-12-12,Films (English),Single All The Way,N/A,11140000,,,
2021-12-12,Films (English),A Boy Called Christmas,N/A,10750000,G,Fantasy,United States
2021-12-12,Films (English),A Castle For Christmas,N/A,10050000,,,
2021-12-12,Films (English),Redemption Day,N/A,9790000,,,
2021-12-12,Films (English),Bruised,N/A,8970000,TV-MA,Dramas,United States
2021-12-12,Films (English),The Christmas Chronicles,N/A,8510000,TV-PG,"Children & Family Movies, Comedies",United States
2021-12-12,Films (Non-English),The Whole Truth,N/A,10540000,R,"Dramas, Thrillers",United States
2021-12-12,Films (Non-English),Spoiled Brats,N/A,9820000,,,
2021-12-12,Films (Non-English),David and the Elves,N/A,9110000,,,
2021-12-12,Films (Non-English),Anonymously Yours,N/A,8970000,,,
2021-12-12,Films (Non-English),Sooryavanshi,N/A,8840000,,,
2021-12-12,Films (Non-English),Green Snake,N/A,6920000,,,
2021-12-12,Films (Non-English),More the Merrier,N/A,6010000,,,
2021-12-12,Films (Non-English),Bordertown: Mural Murders,N/A,5560000,,,
2021-12-12,Films (Non-English),Two,N/A,5020000,,,
2021-12-12,Films (Non-English),The Claus Family,N/A,2610000,,,
2021-12-12,TV (English),Lost in Space,Lost in Space: Season 3,35820000,TV-PG,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",United States
2021-12-12,TV (English),Titans,Titans: Season 3,26000000,TV-PG,Sci-Fi & Fantasy,United States
2021-12-12,TV (English),Jurassic World Camp Cretaceous,Jurassic World Camp Cretaceous: Season 4,17420000,TV-Y7,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",United States
2021-12-12,TV (English),The Witcher,The Witcher: Season 1,14180000,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas","United States, Poland"
2021-12-12,TV (English),Arcane,Arcane: Season 1,13470000,TV-14,Action & Adventure,United States
2021-12-12,TV (English),Maid,Maid: Limited Series,12540000,TV-PG,Drama,United States
2021-12-12,TV (English),True Story,True Story: Limited Series,12160000,TV-PG,Crime TV Shows,United States
2021-12-12,TV (English),Selling Sunset,Selling Sunset: Season 4,11100000,TV-MA,Reality TV,United States
2021-12-12,TV (Non-English),Money Heist,Money Heist: Part 5,147950000,TV-PG,Crime TV Shows,Spain
2021-12-12,TV (Non-English),The Queen of Flow,The Queen of Flow: Season 2,49990000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Colombia
2021-12-12,TV (Non-English),Squid Game,Squid Game: Season 1,18170000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-12-12,TV (Non-English),The King's Affection,The King's Affection: Season 1,16650000,PG-13,Romantic TV Show,South Korea
2021-12-12,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,11230000,PG,Romantic TV Shows,Brazil
2021-12-12,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,9680000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-12-12,TV (Non-English),Hellbound,Hellbound: Season 1,9470000,TV-MA,Crime TV Shows,South Korea
2021-12-05,Films (English),The Power of the Dog,N/A,27200000,TV-MA,Action & Adventure,United States
2021-12-05,Films (English),A Castle For Christmas,N/A,25550000,,,
2021-12-05,Films (English),Red Notice,N/A,25400000,PG-13,"Comedies, Action & Adventure",United States
2021-12-05,Films (English),Bruised,N/A,23370000,TV-MA,Dramas,United States
2021-12-05,Films (English),A Boy Called Christmas,N/A,19360000,G,Fantasy,United States
2021-12-05,Films (English),Single All The Way,N/A,13820000,,,
2021-12-05,Films (English),14 Peaks: Nothing Is Impossible,N/A,12170000,,,
2021-12-05,Films (English),The Christmas Chronicles,N/A,7940000,TV-PG,"Children & Family Movies, Comedies",United States
2021-12-05,Films (English),The Christmas Chronicles: Part Two,N/A,7790000,PG,"Children & Family Movies, Comedies",Canada
2021-12-05,Films (English),Love Hard,N/A,7240000,TV-MA,Romantic Comedies,United States
2021-12-05,Films (Non-English),Spoiled Brats,N/A,26730000,,,
2021-12-05,Films (Non-English),The Whole Truth,N/A,11950000,R,"Dramas, Thrillers",United States
2021-12-05,Films (Non-English),Green Snake,N/A,10650000,,,
2021-12-05,Films (Non-English),More the Merrier,N/A,10320000,,,
2021-12-05,Films (Non-English),Sooryavanshi,N/A,7110000,,,
2021-12-05,Films (Non-English),Outlaws,N/A,3200000,,,
2021-12-05,Films (Non-English),The Claus Family,N/A,2870000,,,
2021-12-05,Films (Non-English),Just Short of Perfect,N/A,2460000,,,
2021-12-05,Films (Non-English),Dhamaka,N/A,2350000,,,
2021-12-05,Films (Non-English),Bordertown: Mural Murders,N/A,2100000,,,
2021-12-05,TV (English),Lost in Space,Lost in Space: Season 3,47380000,TV-PG,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",United States
2021-12-05,TV (English),True Story,True Story: Limited Series,29810000,TV-PG,Crime TV Shows,United States
2021-12-05,TV (English),Selling Sunset,Selling Sunset: Season 4,23660000,TV-MA,Reality TV,United States
2021-12-05,TV (English),Arcane,Arcane: Season 1,18180000,TV-14,Action & Adventure,United States
2021-12-05,TV (English),School of Chocolate,School of Chocolate: Season 1,17090000,TV-MA,"Reality TV,  Food & Travel",United States
2021-12-05,TV (English),Jurassic World Camp Cretaceous,Jurassic World Camp Cretaceous: Season 4,16900000,TV-Y7,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",United States
2021-12-05,TV (English),Maid,Maid: Limited Series,15800000,TV-PG,Drama,United States
2021-12-05,TV (English),Cowboy Bebop,Cowboy Bebop: Season 1,15260000,TV-PG,"Anime, Drama",Japan
2021-12-05,TV (English),You,You: Season 3,12490000,TV-MA,"Crime TV Shows, Romantic TV Shows, TV Dramas",United States
2021-12-05,TV (Non-English),Money Heist,Money Heist: Part 5,189920000,TV-PG,Crime TV Shows,Spain
2021-12-05,TV (Non-English),The Queen of Flow,The Queen of Flow: Season 2,59460000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Colombia
2021-12-05,TV (Non-English),Hellbound,Hellbound: Season 1,22380000,TV-MA,Crime TV Shows,South Korea
2021-12-05,TV (Non-English),Squid Game,Squid Game: Season 1,21200000,TV-MA,"International TV Shows, TV Dramas, TV Thrillers",South Korea
2021-12-05,TV (Non-English),Elves,Elves: Season 1,17940000,TV-PG,Horror,Denmark
2021-12-05,TV (Non-English),The King's Affection,The King's Affection: Season 1,16360000,PG-13,Romantic TV Show,South Korea
2021-12-05,TV (Non-English),JoJo's Bizarre Adventure,JoJo's Bizarre Adventure: STONE OCEAN,13980000,TV-MA,"Anime Series, International TV Shows",Japan
2021-12-05,TV (Non-English),Carinha de Anjo,Carinha de Anjo: Season 1,11720000,PG,Romantic TV Shows,Brazil
2021-12-05,TV (Non-English),Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Season 1,11560000,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",
2021-11-28,Films (English),Red Notice,N/A,50650000,PG-13,"Comedies, Action & Adventure",United States
2021-11-28,Films (English),Bruised,N/A,47700000,TV-MA,Dramas,United States
