week_,type_,show_title,season_title,weekly_hours_viewed,rating_,category_,prod_country_
2021-08-22,Films (Non-English),Rurouni Kenshin: The Beginning,N/A,3630000,TV-MA,"Action & Adventure, International Movies",
2021-08-22,Films (Non-English),The Last Mercenary,N/A,3340000,TV-MA,"Action & Adventure, Comedies, International Movies",
2021-08-22,Films (Non-English),Sputnik,N/A,3290000,,,
2021-08-22,Films (Non-English),El infierno,N/A,2650000,,,
2021-08-22,Films (Non-English),Mimi,N/A,2340000,TV-14,"Comedies, Dramas, International Movies",
2021-08-22,Films (Non-English),Shiny_Flakes: The Teenage Drug Lord,N/A,2250000,TV-MA,"Documentaries, International Movies",
2021-08-22,TV (English),Outer Banks,Outer Banks: Season 2,31800000,TV-MA,"TV Action & Adventure, TV Dramas, Teen TV Shows",United States
2021-08-22,TV (English),Hit & Run,Hit & Run: Season 1,20660000,TV-MA,"TV Action & Adventure, TV Dramas, TV Mysteries","Israel, United States"
2021-08-22,TV (English),All American,All American: Season 3,14990000,TV-14,"TV Dramas, Teen TV Shows",United States
2021-08-22,TV (English),For Life,For Life: Season 1,14540000,,,
2021-08-22,TV (English),Bake Squad,Bake Squad: Season 1,13220000,TV-PG,Reality TV,United States
2021-08-22,TV (English),Gabby's Dollhouse,Gabby's Dollhouse: Season 2,12180000,TV-Y,Kids' TV,United States
2021-08-22,TV (English),Brand New Cherry Flavor,Brand New Cherry Flavor: Limited Series,11140000,TV-MA,"TV Dramas, TV Horror, TV Mysteries",United States
2021-08-22,TV (English),CoComelon,CoComelon: Season 3,10990000,TV-Y,Kids' TV,United States
2021-08-22,TV (English),The Good Doctor,The Good Doctor: Season 1,10430000,TV-PG,Dramas,United States
2021-08-22,TV (Non-English),The Snitch Cartel: Origins,The Snitch Cartel: Origins: Season 1,19260000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",
2021-08-22,TV (Non-English),AlRawabi School for Girls,AlRawabi School for Girls: Limited Series,18070000,TV-14,"International TV Shows, TV Dramas, Teen TV Shows",Jordan
2021-08-22,TV (Non-English),Valeria,Valeria: Season 2,15640000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Spain
2021-08-22,TV (Non-English),Gone for Good,Gone for Good: Limited Series,14920000,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",France
2021-08-22,TV (Non-English),"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",12080000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Colombia
2021-08-22,TV (Non-English),Hospital Playlist,Hospital Playlist: Season 2,10340000,TV-14,"International TV Shows, Korean TV Shows, TV Comedies",South Korea
2021-08-22,TV (Non-English),Carrossel,N/A,9860000,G,Children & Family,Brazil
2021-08-22,TV (Non-English),"Nevertheless,","Nevertheless,: Season 1",9030000,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",
2021-08-22,TV (Non-English),The Cook of Castamar,The Cook of Castamar: Season 1,8820000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",
2021-08-22,TV (Non-English),Control Z,Control Z: Season 2,8250000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Mexico
2021-08-15,Films (English),The Kissing Booth 3,N/A,90860000,TV-14,"Comedies, Romantic Movies","United Kingdom, United States"
2021-08-15,Films (English),Vivo,N/A,37050000,PG,"Children & Family Movies, Music & Musicals","Canada, United States"
2021-08-15,Films (English),Beckett,N/A,23580000,TV-MA,Action & Adventure,"Italy, Brazil, Greece"
2021-08-15,Films (English),Hotel Transylvania 3: Summer Vacation,N/A,21460000,PG,"Children & Family Movies, Comedies",United States
2021-08-15,Films (English),Aftermath,N/A,15870000,TV-MA,Horror Movies,United States
2021-08-15,Films (English),Resort to Love,N/A,9860000,TV-14,"Comedies, Romantic Movies",United States
2021-08-15,Films (English),The Kissing Booth,N/A,8590000,TV-14,"Comedies, Romantic Movies","United Kingdom, United States"
2021-08-15,Films (English),The Kissing Booth 2,N/A,8370000,TV-14,"Comedies, Romantic Movies","United Kingdom, United States"
2021-08-15,Films (English),Dead Man Down,N/A,7580000,R,Action & Adventure,United States
2021-08-15,Films (English),Untold: Malice at the Palace,N/A,6450000,TV-MA,"Documentaries, Sports Movies",United States
2021-08-15,Films (Non-English),The Swarm,N/A,11470000,TV-14,"Horror Movies, Independent Movies, International Movies",France
2021-08-15,Films (Non-English),The Last Mercenary,N/A,7570000,TV-MA,"Action & Adventure, Comedies, International Movies",
2021-08-15,Films (Non-English),Rurouni Kenshin: The Beginning,N/A,6550000,TV-MA,"Action & Adventure, International Movies",
2021-08-15,Films (Non-English),Blood Red Sky,N/A,6470000,TV-MA,"Action & Adventure, Horror Movies, International Movies",
2021-08-15,Films (Non-English),El infierno,N/A,4890000,,,
2021-08-15,Films (Non-English),Mimi,N/A,3630000,TV-14,"Comedies, Dramas, International Movies",
2021-08-15,Films (Non-English),Shiny_Flakes: The Teenage Drug Lord,N/A,3440000,TV-MA,"Documentaries, International Movies",
2021-08-15,Films (Non-English),Rurouni Kenshin: The Final,N/A,2820000,TV-14,"Action & Adventure, International Movies",
2021-08-15,Films (Non-English),Navarasa,Navarasa: Volume 1,2800000,TV-MA,TV Shows,India
2021-08-15,Films (Non-English),Kingdom: Ashin of the North,N/A,2190000,TV-MA,"Horror Movies, International Movies, Thrillers",
2021-08-15,TV (English),Outer Banks,Outer Banks: Season 2,51600000,TV-MA,"TV Action & Adventure, TV Dramas, Teen TV Shows",United States
2021-08-15,TV (English),Hit & Run,Hit & Run: Season 1,45190000,TV-MA,"TV Action & Adventure, TV Dramas, TV Mysteries","Israel, United States"
2021-08-15,TV (English),All American,All American: Season 3,20870000,TV-14,"TV Dramas, Teen TV Shows",United States
2021-08-15,TV (English),Cocaine Cowboys: The Kings of Miami,Cocaine Cowboys: The Kings of Miami: Limited Series,13870000,TV-MA,"Crime TV Shows, Docuseries",United States
2021-08-15,TV (English),For Life,For Life: Season 1,13790000,,,
2021-08-15,TV (English),Virgin River,Virgin River: Season 3,13220000,TV-14,"Romantic TV Shows, TV Dramas",United States
2021-08-15,TV (English),Gabby's Dollhouse,Gabby's Dollhouse: Season 2,13170000,TV-Y,Kids' TV,United States
2021-08-15,TV (English),Sex/Life,Sex/Life: Season 1,12190000,TV-MA,"Romantic TV Shows, TV Dramas",United States
2021-08-15,TV (English),The Good Doctor,The Good Doctor: Season 1,11810000,TV-PG,Dramas,United States
2021-08-15,TV (Non-English),The Snitch Cartel: Origins,The Snitch Cartel: Origins: Season 1,23840000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",
2021-08-15,TV (Non-English),Control Z,Control Z: Season 2,16400000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Mexico
2021-08-15,TV (Non-English),SHAMAN KING,SHAMAN KING: Season 1,12970000,TV-14,"Anime Series, International TV Shows",Japan
2021-08-15,TV (Non-English),"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",12750000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Colombia
2021-08-15,TV (Non-English),The Cook of Castamar,The Cook of Castamar: Season 1,11950000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",
2021-08-15,TV (Non-English),AlRawabi School for Girls,AlRawabi School for Girls: Limited Series,11620000,TV-14,"International TV Shows, TV Dramas, Teen TV Shows",Jordan
2021-08-15,TV (Non-English),Carrossel,N/A,10640000,G,Children & Family,Brazil
2021-08-15,TV (Non-English),Gone for Good,Gone for Good: Limited Series,9750000,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",France
2021-08-15,TV (Non-English),Valeria,Valeria: Season 2,9600000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Spain
2021-08-15,TV (Non-English),Hospital Playlist,Hospital Playlist: Season 2,9500000,TV-14,"International TV Shows, Korean TV Shows, TV Comedies",South Korea
2021-08-08,Films (English),Aftermath,N/A,24200000,TV-MA,Horror Movies,United States
2021-08-08,Films (English),Resort to Love,N/A,23480000,TV-14,"Comedies, Romantic Movies",United States
2021-08-08,Films (English),Vivo,N/A,21940000,PG,"Children & Family Movies, Music & Musicals","Canada, United States"
2021-08-08,Films (English),The Vault,N/A,10870000,R,"Action & Adventure, International Movies, Thrillers",United States
2021-08-08,Films (English),The Losers,N/A,8040000,PG-13,Action & Adventure,"United States, France"
2021-08-08,Films (English),The Last Letter From Your Lover,N/A,6850000,TV-MA,"Dramas, Romantic Movies",United Kingdom
2021-08-08,Films (English),Hotel Transylvania 3: Summer Vacation,N/A,6250000,PG,"Children & Family Movies, Comedies",United States
2021-08-08,Films (English),Dead Man Down,N/A,5840000,R,Action & Adventure,United States
2021-08-08,Films (English),Wish Dragon,N/A,5150000,PG,"Children & Family Movies, Comedies","China, United States, Canada"
2021-08-08,Films (English),World Trade Center,N/A,5050000,PG-13,"Action & Adventure, Dramas",United States
2021-08-08,Films (Non-English),The Last Mercenary,N/A,23890000,TV-MA,"Action & Adventure, Comedies, International Movies",
2021-08-08,Films (Non-English),Rurouni Kenshin: The Beginning,N/A,15080000,TV-MA,"Action & Adventure, International Movies",
2021-08-08,Films (Non-English),Blood Red Sky,N/A,13300000,TV-MA,"Action & Adventure, Horror Movies, International Movies",
2021-08-08,Films (Non-English),The Swarm,N/A,11380000,TV-14,"Horror Movies, Independent Movies, International Movies",France
2021-08-08,Films (Non-English),Mimi,N/A,5140000,TV-14,"Comedies, Dramas, International Movies",
2021-08-08,Films (Non-English),Bartkowiak,N/A,4570000,TV-MA,"Action & Adventure, International Movies",Poland
2021-08-08,Films (Non-English),El infierno,N/A,4420000,,,
2021-08-08,Films (Non-English),Navarasa,Navarasa: Volume 1,3520000,TV-MA,TV Shows,India
2021-08-08,Films (Non-English),Kingdom: Ashin of the North,N/A,3450000,TV-MA,"Horror Movies, International Movies, Thrillers",
2021-08-08,Films (Non-English),Shiny_Flakes: The Teenage Drug Lord,N/A,3340000,TV-MA,"Documentaries, International Movies",
2021-08-08,TV (English),Outer Banks,Outer Banks: Season 2,105330000,TV-MA,"TV Action & Adventure, TV Dramas, Teen TV Shows",United States
2021-08-08,TV (English),All American,All American: Season 3,33020000,TV-14,"TV Dramas, Teen TV Shows",United States
2021-08-08,TV (English),Hit & Run,Hit & Run: Season 1,23570000,TV-MA,"TV Action & Adventure, TV Dramas, TV Mysteries","Israel, United States"
2021-08-08,TV (English),Cocaine Cowboys: The Kings of Miami,Cocaine Cowboys: The Kings of Miami: Limited Series,18890000,TV-MA,"Crime TV Shows, Docuseries",United States
2021-08-08,TV (English),Virgin River,Virgin River: Season 3,18840000,TV-14,"Romantic TV Shows, TV Dramas",United States
2021-08-08,TV (English),Top Secret UFO Projects: Declassified,Top Secret UFO Projects: Declassified: Season 1,17040000,TV-PG,Docuseries,United States
2021-08-08,TV (English),Sex/Life,Sex/Life: Season 1,15500000,TV-MA,"Romantic TV Shows, TV Dramas",United States
2021-08-08,TV (English),The Good Doctor,The Good Doctor: Season 1,14090000,TV-PG,Dramas,United States
2021-08-08,TV (English),Car Masters: Rust to Riches,Car Masters: Rust to Riches: Season 3,13930000,TV-PG,Reality TV,United States
2021-08-08,TV (Non-English),The Snitch Cartel: Origins,The Snitch Cartel: Origins: Season 1,26880000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",
2021-08-08,TV (Non-English),Control Z,Control Z: Season 2,25430000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Mexico
2021-08-08,TV (Non-English),The Cook of Castamar,The Cook of Castamar: Season 1,15800000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",
2021-08-08,TV (Non-English),"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",14510000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Colombia
2021-08-08,TV (Non-English),Carrossel,N/A,11280000,G,Children & Family,Brazil
2021-08-08,TV (Non-English),Hunter X Hunter (2011),Hunter X Hunter (2011): Season 5,9890000,TV-14,"Anime Series, International TV Shows",Japan
2021-08-08,TV (Non-English),How to Sell Drugs Online (Fast),How to Sell Drugs Online (Fast): Season 3,8580000,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",Germany
2021-08-08,TV (Non-English),"Nevertheless,","Nevertheless,: Season 1",7960000,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",
2021-08-08,TV (Non-English),Too Hot to Handle: Brazil,Too Hot to Handle: Brazil: Season 1,7470000,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows",
2021-08-01,Films (English),Resort to Love,N/A,28050000,TV-14,"Comedies, Romantic Movies",United States
2021-08-01,Films (English),The Last Letter From Your Lover,N/A,18890000,TV-MA,"Dramas, Romantic Movies",United Kingdom
2021-08-01,Films (English),Trollhunters: Rise of the Titans,N/A,8960000,TV-Y7,Children & Family Movies,United States
2021-08-01,Films (English),Fear Street Part 1: 1994,N/A,6570000,R,"Horror Movies, LGBTQ Movies",United States
2021-08-01,Films (English),Wish Dragon,N/A,6290000,PG,"Children & Family Movies, Comedies","China, United States, Canada"
2021-08-01,Films (English),Fear Street Part 3: 1666,N/A,6190000,R,"Horror Movies, LGBTQ Movies",United States
2021-08-01,Films (English),Twilight,N/A,5840000,PG-13,"Action & Adventure, Dramas, Romantic Movies",United States
2021-08-01,Films (English),Fear Street Part 2: 1978,N/A,5840000,R,Horror Movies,United States
2021-08-01,Films (English),The Twilight Saga: Breaking Dawn: Part 2,N/A,5200000,PG-13,"Dramas, Romantic Movies",United States
2021-08-01,Films (English),The Twilight Saga: New Moon,N/A,5030000,PG-13,"Dramas, Romantic Movies",United States
2021-08-01,Films (Non-English),Blood Red Sky,N/A,52370000,TV-MA,"Action & Adventure, Horror Movies, International Movies",
2021-08-01,Films (Non-English),The Last Mercenary,N/A,16120000,TV-MA,"Action & Adventure, Comedies, International Movies",
2021-08-01,Films (Non-English),Kingdom: Ashin of the North,N/A,15120000,TV-MA,"Horror Movies, International Movies, Thrillers",
2021-08-01,Films (Non-English),Mimi,N/A,9210000,TV-14,"Comedies, Dramas, International Movies",
2021-08-01,Films (Non-English),Bartkowiak,N/A,9210000,TV-MA,"Action & Adventure, International Movies",Poland
2021-08-01,Films (Non-English),Rurouni Kenshin: The Beginning,N/A,8610000,TV-MA,"Action & Adventure, International Movies",
2021-08-01,Films (Non-English),Chernobyl 1986,N/A,5570000,TV-MA,Documentaries,Russia
2021-08-01,Films (Non-English),A Perfect Fit,N/A,3130000,TV-PG,"Comedies, Dramas, International Movies",Indonesia
2021-08-01,Films (Non-English),Major Grom: Plague Doctor,N/A,2770000,TV-MA,"Action & Adventure, International Movies",
2021-08-01,Films (Non-English),Words Bubble Up Like Soda Pop,N/A,2180000,TV-G,"Anime Features, Children & Family Movies, International Movies",
2021-08-01,TV (English),Outer Banks,Outer Banks: Season 2,100160000,TV-MA,"TV Action & Adventure, TV Dramas, Teen TV Shows",United States
2021-08-01,TV (English),All American,All American: Season 3,43970000,TV-14,"TV Dramas, Teen TV Shows",United States
2021-08-01,TV (English),Virgin River,Virgin River: Season 3,28320000,TV-14,"Romantic TV Shows, TV Dramas",United States
2021-08-01,TV (English),Never Have I Ever,Never Have I Ever: Season 2,23570000,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",United States
2021-08-01,TV (English),Sex/Life,Sex/Life: Season 1,21620000,TV-MA,"Romantic TV Shows, TV Dramas",United States
2021-08-01,TV (English),Love Is Blind,Love Is Blind: Season 1,19370000,TV-MA,"Reality TV, Romantic TV Shows",United States
2021-08-01,TV (English),The Good Doctor,The Good Doctor: Season 1,18510000,TV-PG,Dramas,United States
2021-08-01,TV (English),The Walking Dead,The Walking Dead: Season 10,15050000,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Dramas",United States
2021-08-01,TV (Non-English),The Cook of Castamar,The Cook of Castamar: Season 1,24170000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",
2021-08-01,TV (Non-English),"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",16700000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Colombia
2021-08-01,TV (Non-English),How to Sell Drugs Online (Fast),How to Sell Drugs Online (Fast): Season 3,16470000,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",Germany
2021-08-01,TV (Non-English),Sky Rojo,Sky Rojo: Season 2,15660000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",Spain
2021-08-01,TV (Non-English),The Snitch Cartel: Origins,The Snitch Cartel: Origins: Season 1,15150000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",
2021-08-01,TV (Non-English),Too Hot to Handle: Brazil,Too Hot to Handle: Brazil: Season 1,14230000,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows",
2021-08-01,TV (Non-English),Carrossel,N/A,12730000,G,Children & Family,Brazil
2021-08-01,TV (Non-English),"Nevertheless,","Nevertheless,: Season 1",7710000,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",
2021-08-01,TV (Non-English),Chiquititas,N/A,7020000,G,Children & Family,Brazil
2021-08-01,TV (Non-English),Elite,Elite: Season 4,6920000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Spain
2021-07-25,Films (English),Trollhunters: Rise of the Titans,N/A,16130000,TV-Y7,Children & Family Movies,United States
2021-07-25,Films (English),The Last Letter From Your Lover,N/A,13140000,TV-MA,"Dramas, Romantic Movies",United Kingdom
2021-07-25,Films (English),Twilight,N/A,12550000,PG-13,"Action & Adventure, Dramas, Romantic Movies",United States
2021-07-25,Films (English),Fear Street Part 3: 1666,N/A,12350000,R,"Horror Movies, LGBTQ Movies",United States
2021-07-25,Films (English),The Twilight Saga: New Moon,N/A,10320000,PG-13,"Dramas, Romantic Movies",United States
2021-07-25,Films (English),Fear Street Part 1: 1994,N/A,9240000,R,"Horror Movies, LGBTQ Movies",United States
2021-07-25,Films (English),The Twilight Saga: Breaking Dawn: Part 2,N/A,9240000,PG-13,"Dramas, Romantic Movies",United States
2021-07-25,Films (English),The Twilight Saga: Eclipse,N/A,9220000,PG-13,"Dramas, Romantic Movies",United States
2021-07-25,Films (English),Fear Street Part 2: 1978,N/A,9100000,R,Horror Movies,United States
2021-07-25,Films (English),The Twilight Saga: Breaking Dawn: Part 1,N/A,8250000,PG-13,"Dramas, Romantic Movies",United States
2021-07-25,Films (Non-English),Blood Red Sky,N/A,35930000,TV-MA,"Action & Adventure, Horror Movies, International Movies",
2021-07-25,Films (Non-English),Kingdom: Ashin of the North,N/A,16380000,TV-MA,"Horror Movies, International Movies, Thrillers",
2021-07-25,Films (Non-English),Chernobyl 1986,N/A,8250000,TV-MA,Documentaries,Russia
2021-07-25,Films (Non-English),A Perfect Fit,N/A,8000000,TV-PG,"Comedies, Dramas, International Movies",Indonesia
2021-07-25,Films (Non-English),Major Grom: Plague Doctor,N/A,7190000,TV-MA,"Action & Adventure, International Movies",
2021-07-25,Films (Non-English),The Guide to the Perfect Family,N/A,4580000,TV-MA,"Comedies, Dramas, International Movies",
2021-07-25,Films (Non-English),A Classic Horror Story,N/A,4060000,TV-MA,"Horror Movies, International Movies",Italy
2021-07-25,Films (Non-English),Deep,N/A,3200000,TV-MA,"Dramas, International Movies, Thrillers",Thailand
2021-07-25,Films (Non-English),Tô Ryca,N/A,2930000,,,
2021-07-25,Films (Non-English),Haseen Dillruba,N/A,2620000,TV-MA,"International Movies, Romantic Movies, Thrillers",India
2021-07-25,TV (English),Never Have I Ever,Never Have I Ever: Season 2,50190000,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",United States
2021-07-25,TV (English),Virgin River,Virgin River: Season 3,44890000,TV-14,"Romantic TV Shows, TV Dramas",United States
2021-07-25,TV (English),Sex/Life,Sex/Life: Season 1,31200000,TV-MA,"Romantic TV Shows, TV Dramas",United States
2021-07-25,TV (English),The Good Doctor,The Good Doctor: Season 1,25520000,TV-PG,Dramas,United States
2021-07-25,TV (English),Manifest,Manifest: Season 1,16220000,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",United States
2021-07-25,TV (English),Atypical,Atypical: Season 4,15920000,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",United States
2021-07-25,TV (English),Heist,Heist: Season 1,15390000,TV-MA,"Crime TV Shows, Docuseries",United States
2021-07-25,TV (Non-English),The Cook of Castamar,The Cook of Castamar: Season 1,36650000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",
2021-07-25,TV (Non-English),"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",19070000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Colombia
2021-07-25,TV (Non-English),Sky Rojo,Sky Rojo: Season 2,12980000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",Spain
2021-07-25,TV (Non-English),Carrossel,N/A,12150000,G,Children & Family,Brazil
2021-07-25,TV (Non-English),The War Next-door,The War Next-door: Season 1,9730000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",
2021-07-25,TV (Non-English),Too Hot to Handle: Brazil,Too Hot to Handle: Brazil: Season 1,9450000,TV-MA,"International TV Shows, Reality TV, Romantic TV Shows",
2021-07-25,TV (Non-English),Elite,Elite: Season 4,9410000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Spain
2021-07-25,TV (Non-English),Hospital Playlist,Hospital Playlist: Season 2,8070000,TV-14,"International TV Shows, Korean TV Shows, TV Comedies",South Korea
2021-07-25,TV (Non-English),"Nevertheless,","Nevertheless,: Season 1",7880000,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",
2021-07-25,TV (Non-English),Lupin,Lupin: Part 2,6840000,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure","France, United States"
2021-07-18,Films (English),Fear Street Part 3: 1666,N/A,20080000,R,"Horror Movies, LGBTQ Movies",United States
2021-07-18,Films (English),Fear Street Part 2: 1978,N/A,16820000,R,Horror Movies,United States
2021-07-18,Films (English),Fear Street Part 1: 1994,N/A,14370000,R,"Horror Movies, LGBTQ Movies",United States
2021-07-18,Films (English),Gunpowder Milkshake,N/A,11770000,R,"Action & Adventure, Comedies",United States
2021-07-18,Films (English),The Water Man,N/A,11630000,PG,"Children & Family Movies, Dramas",United States
2021-07-18,Films (English),This Little Love of Mine,N/A,8810000,TV-G,"International Movies, Romantic Movies",Australia
2021-07-18,Films (English),Wish Dragon,N/A,8550000,PG,"Children & Family Movies, Comedies","China, United States, Canada"
2021-07-18,Films (English),Fatherhood,N/A,7790000,PG-13,Dramas,United States
2021-07-18,Films (English),Twilight,N/A,7640000,PG-13,"Action & Adventure, Dramas, Romantic Movies",United States
2021-07-18,Films (English),Rust Creek,N/A,6560000,R,Thrillers,United States
2021-07-18,Films (Non-English),Major Grom: Plague Doctor,N/A,21050000,TV-MA,"Action & Adventure, International Movies",
2021-07-18,Films (Non-English),How I Became a Superhero,N/A,9860000,TV-MA,"Action & Adventure, Dramas, International Movies",
2021-07-18,Films (Non-English),A Classic Horror Story,N/A,9090000,TV-MA,"Horror Movies, International Movies",Italy
2021-07-18,Films (Non-English),The Guide to the Perfect Family,N/A,5130000,TV-MA,"Comedies, Dramas, International Movies",
2021-07-18,Films (Non-English),Haseen Dillruba,N/A,4430000,TV-MA,"International Movies, Romantic Movies, Thrillers",India
2021-07-18,Films (Non-English),A Perfect Fit,N/A,3170000,TV-PG,"Comedies, Dramas, International Movies",Indonesia
2021-07-18,Films (Non-English),Last Summer,N/A,2420000,TV-MA,"Dramas, International Movies, Romantic Movies",
2021-07-18,Films (Non-English),Tô Ryca,N/A,2210000,,,
2021-07-18,Films (Non-English),The 8th Night,N/A,1860000,TV-14,"Horror Movies, International Movies, Thrillers",South Korea
2021-07-18,Films (Non-English),Silver Skates,N/A,1780000,TV-MA,"Action & Adventure, Dramas, International Movies",
2021-07-18,TV (English),Virgin River,Virgin River: Season 3,87270000,TV-14,"Romantic TV Shows, TV Dramas",United States
2021-07-18,TV (English),Never Have I Ever,Never Have I Ever: Season 2,58380000,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",United States
2021-07-18,TV (English),Sex/Life,Sex/Life: Season 1,45000000,TV-MA,"Romantic TV Shows, TV Dramas",United States
2021-07-18,TV (English),Atypical,Atypical: Season 4,29680000,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",United States
2021-07-18,TV (English),Manifest,Manifest: Season 1,21350000,TV-14,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",United States
2021-07-18,TV (English),The Good Doctor,The Good Doctor: Season 1,18980000,TV-PG,Dramas,United States
2021-07-18,TV (English),Heist,Heist: Season 1,18710000,TV-MA,"Crime TV Shows, Docuseries",United States
2021-07-18,TV (English),Too Hot to Handle,Too Hot to Handle: Season 2,16110000,TV-MA,"Reality TV, Romantic TV Shows",United States
2021-07-18,TV (Non-English),The Cook of Castamar,The Cook of Castamar: Season 1,51570000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",
2021-07-18,TV (Non-English),"Newly Rich, Newly Poor","Newly Rich, Newly Poor: Season 1",21450000,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Colombia
2021-07-18,TV (Non-English),The War Next-door,The War Next-door: Season 1,14360000,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",
2021-07-18,TV (Non-English),Elite,Elite: Season 4,14240000,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Spain
2021-07-18,TV (Non-English),Elize Matsunaga: Once Upon a Crime,Elize Matsunaga: Once Upon a Crime: Season 1,12510000,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",
2021-07-18,TV (Non-English),Carrossel,N/A,11620000,G,Children & Family,Brazil
2021-07-18,TV (Non-English),Lupin,Lupin: Part 2,9280000,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure","France, United States"
2021-07-18,TV (Non-English),Hospital Playlist,Hospital Playlist: Season 2,8530000,TV-14,"International TV Shows, Korean TV Shows, TV Comedies",South Korea
2021-07-18,TV (Non-English),"Nevertheless,","Nevertheless,: Season 1",8130000,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",
2021-07-18,TV (Non-English),Biohackers,Biohackers: Season 2,7500000,TV-MA,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",Germany
2021-07-11,Films (English),Fear Street Part 1: 1994,N/A,19550000,R,"Horror Movies, LGBTQ Movies",United States
2021-07-11,Films (English),Fear Street Part 2: 1978,N/A,16060000,R,Horror Movies,United States
2021-07-11,Films (English),Fatherhood,N/A,12830000,PG-13,Dramas,United States
2021-07-11,Films (English),Warcraft,N/A,10990000,TV-MA,Sci-Fi & Fantasy,United States
2021-07-11,Films (English),Wish Dragon,N/A,10590000,PG,"Children & Family Movies, Comedies","China, United States, Canada"
2021-07-11,Films (English),This Little Love of Mine,N/A,9390000,TV-G,"International Movies, Romantic Movies",Australia
2021-07-11,Films (English),Mother's Day,N/A,9200000,PG-13,"Comedies, Dramas",United States
2021-07-11,Films (English),How to Train Your Dragon: The Hidden World,N/A,9030000,,,
2021-07-11,Films (English),Kung Fu Panda 3,N/A,8870000,PG,"Children & Family Movies, Comedies",United States
2021-07-11,Films (English),The Huntsman: Winter's War,N/A,7460000,PG-13,"Action & Adventure, Fantasy",United States
2021-07-11,Films (Non-English),Major Grom: Plague Doctor,N/A,26150000,TV-MA,"Action & Adventure, International Movies",
2021-07-11,Films (Non-English),Haseen Dillruba,N/A,10210000,TV-MA,"International Movies, Romantic Movies, Thrillers",India
